Q1000070	b'Myron V. George'
Q540288	b'Papaflessas'
Q540308	b'Johan Ludwig Mowinckel'
Q5403136	b'Ethel Jackson'
Q5403269	b'Ethelmary Oakland'
Q5403832	b'Sam Rutigliano'
Q540427	b'Lytton Strachey'
Q540453	b'Peter Pace'
Q540463	b'Ian Callaghan'
Q5404918	b'Teuvo Puro'
Q540516	b'Cui Jian'
Q540522	b'Kevin Schwantz'
Q540544	b'Bob Barr'
Q54054	b'W\xc5\x82adys\xc5\x82aw IV Vasa'
Q540597	b'Asia Carrera'
Q540605	b'M. K. Alagiri'
Q540608	b'Rashida Jones'
Q540631	b'C\xc3\xa9line Tran'
Q5407173	b'Eugene Deckers'
Q540800	b'Lord Francis Douglas'
Q540803	b'Psoy Korolenko'
Q5408135	b'Sana Khan'
Q5408238	b'Eugenie Leontovich'
Q5408602	b'Eug\xc3\xa9nie Potoni\xc3\xa9-Pierre'
Q54094	b'Sami Khedira'
Q540968	b'Leah Baird'
Q5410475	b'Eero Ritala'
Q54105	b'Aritz Aduriz'
Q541078	b'Takanohana K\xc5\x8dji'
Q541117	b'Carlos Altamirano'
Q541180	b'Linda Brava'
Q541189	b'Ethel Clayton'
Q541217	b'Bob Carr'
Q541270	b'Jessie Royce Landis'
Q541433	b'Hugh John Macdonald'
Q541499	b'Esko-Juhani Tennil\xc3\xa4'
Q5415056	b'Eva Gore-Booth'
Q5415133	b'Eva Moore'
Q5415306	b'Evan-Burrows Fontaine'
Q541603	b'David Wetherall'
Q5416186	b'Eve McVeagh'
Q5416380	b'Evelyn Millard'
Q5416397	b'Evelyn Nelson'
Q541659	b'Paul Chambers'
Q541680	b'Gulnara Karimova'
Q5417067	b'Everett Strupper'
Q541708	b'William Rosecrans'
Q541755	b'William Cavendish, 6th Duke of Devonshire'
Q541768	b'Mariano Herencia Zevallos'
Q541849	b'Susan Olsen'
Q541981	b'William J. Donovan'
Q542019	b'Louisa Garrett Anderson'
Q542074	b'Mohammad Bagher Ghalibaf'
Q542162	b'Johnny Crawford'
Q542217	b'Catherine Helen Spence'
Q5423191	b'Ezequiel Adamovsky'
Q5423817	b'F. Ambrose Clark'
Q542420	b'Karl Wiik'
Q542444	b'Milo\xc5\xa1 Koci\xc4\x87'
Q542571	b'Jeremy Irvine'
Q542629	b'Edna May'
Q542706	b'Manuel Allendesalazar y Mu\xc3\xb1oz de Salazar'
Q542823	b'Lauritz Melchior'
Q542938	b'John B. Floyd'
Q542942	b'Ginery Twichell'
Q543136	b'Heidi Grande R\xc3\xb8ys'
Q543152	b'Sylvia Brustad'
Q543293	b'Ezio Pinza'
Q543383	b'Marcel Minnaert'
Q5434043	b'Fanny Josephs'
Q5434052	b'Fanny Midgley'
Q543409	b'Nils Flyg'
Q5434809	b'Faramarz Gharibian'
Q543498	b'Bruce Cohen'
Q543637	b'Lyle Lovett'
Q543699	b'Duke Franz Joseph in Bavaria'
Q543818	b'Karita Bekkemellem'
Q5438697	b'Fawad Khan'
Q5438914	b'Fay Davis'
Q544127	b'Maria van der Hoeven'
Q5441786	b'Felicity Dean'
Q5443209	b'Ko Suurhoff'
Q5443308	b'Fenella Fielding'
Q5443768	b'Ferario Spasov'
Q544396	b'Edward Livingston'
Q5443	b'Greta Garbo'
Q5444311	b'Johan Brautigam'
Q544465	b'Kathy Bates'
Q544561	b'George S. Boutwell'
Q544698	b'Johann Lamont'
Q5447174	b'Fielding H. Yost'
Q544880	b'Maurice Ponga'
Q544934	b'Pavel Pestel'
Q5451053	b'Fiona Gubelmann'
Q5451239	b'Firdous Bamji'
Q54527	b'Billie Jean King'
Q545353	b'Vladimir Purishkevich'
Q5454781	b'Fisher DeBerry'
Q5454825	b'Fisher Morgan'
Q545613	b'Bai Yang'
Q545617	b'Themistoklis Sofoulis'
Q545628	b'Rudolf von Auerswald'
Q54581	b'Pancho Segura'
Q545846	b'Jack Oakie'
Q54584	b'Andy Roddick'
Q5458826	b'Fletcher Webster'
Q545979	b'Mohsen Rezaee'
Q546000	b'Jacob L. Devers'
Q546046	b'Gaston Franco'
Q5460725	b'Florence Moore'
Q5460759	b'Florence Reed'
Q546131	b'Paul Nuttall'
Q546255	b'Essi Sainio'
Q546285	b'Robert Rochefort'
Q546286	b'Juan Moscoso del Prado'
Q546370	b'Gilles Pargneaux'
Q546413	b'Francisco de los Cobos y Molina'
Q546467	b'Lilian Braithwaite'
Q546520	b'Sergey Stepnyak-Kravchinsky'
Q546591	b'Joe Paterno'
Q546595	b'Osman Nuri Pasha'
Q546613	b'Caleb Strong'
Q546705	b'Louis Marie Florent du Ch\xc3\xa2telet'
Q546727	b'Sylvain Van de Weyer'
Q54678	b'J\xc3\xbcrgen Roters'
Q546836	b'Tooske Ragas'
Q54684	b'Bill Tilden'
Q546872	b'Fabre Geffrard'
Q546892	b'Craig Ross'
Q546968	b'Lee Purcell'
Q546970	b'George Pardee'
Q547114	b"Molly O'Day"
Q547230	b'Onni Hiltunen'
Q547440	b'Ildefons Cerd\xc3\xa0'
Q547455	b'G\xc3\xa1bor Kir\xc3\xa1ly'
Q547765	b'Hannes Trinkl'
Q547766	b'Michael Chopra'
Q5478731	b'Marie Tempest'
Q547893	b'Mark Phillips'
Q5479324	b'Francesco Cura'
Q547944	b'Nils Tr\xc3\xa6dal'
Q5480815	b'Francis E. Walter'
Q548164	b'Vladislav Surkov'
Q548271	b'Henry Hyndman'
Q5483214	b'Francisco C. Ventura'
Q548359	b'Ji\xc5\x99\xc3\xad \xc5\xa0litr'
Q54836	b'Molly Sand\xc3\xa9n'
Q5484432	b'Antonio Vico y Pintos'
Q548471	b'Viktor Chernov'
Q548497	b'Fran\xc3\xa7ois Leclerc du Tremblay'
Q548508	b'Einar Frogner'
Q548543	b'Arsenio Mart\xc3\xadnez Campos'
Q5485749	b'Frank Chanfrau'
Q5485887	b'Junior Coghlan'
Q5485913	b'Frank Condon'
Q5486861	b'Frank Gillmore'
Q548696	b'William Waddington'
Q548710	b'Jaja Wachuku'
Q548724	b'Nikolaos Kalogeropoulos'
Q5487331	b'Frank Horwill'
Q5487641	b'Frank Keenan'
Q5488035	b'Frank Lundie'
Q5489527	b'Frank Sharry'
Q5489967	b'Frank Tinney'
Q5490024	b'Frank Truitt'
Q549030	b'Ints D\xc4\x81lderis'
Q549100	b'Denis Decr\xc3\xa8s'
Q5491345	b'Franklin Cappon'
Q549208	b'Pasquale Villari'
Q549287	b'Stanley Holloway'
Q5493508	b'Fran\xc3\xa7oise Pitel'
Q549431	b'Jorge Ubico'
Q549495	b'Alexander H. Stephens'
Q5495565	b'Fred J. Lincoln'
Q5495820	b'Fred Luter'
Q5495847	b'Fred Maddison'
Q5498036	b'Frederick Hinde Zimmerman'
Q5498048	b'Frederick Hobson Leslie'
Q549835	b'Paulo Maluf'
Q549899	b'Hal Greer'
Q549955	b'Jan Eliasson'
Q549981	b'Norah Jones'
Q550162	b'Franco Restivo'
Q550266	b'Kenny Roberts'
Q550426	b'Jeffrey Katzenberg'
Q5504892	b'Fritz Crisler'
Q5505059	b'Fritzi Scheff'
Q550612	b'Thomas Fairfax'
Q550616	b'Lucius Clodius Macer'
Q550629	b'Lyndon LaRouche'
Q550690	b'G\xc3\xa9raud Duroc'
Q550703	b'Edward Mulhare'
Q55072099	b'B. Traven'
Q55072238	b'Louis F\xc3\xa9licien de Saulcy'
Q550748	b'Eduard Taaffe, 11th Viscount Taaffe'
Q550778	b'John de Lancie'
Q550784	b'Lorne Greene'
Q550785	b'Cyril Genik'
Q550792	b'Constantin R\xc4\x83dulescu-Motru'
Q550939	b'Emir Kujovi\xc4\x87'
Q551032	b'John Wooden'
Q551104	b'Emanuel Moravec'
Q5512260	b'G. H. Stuart-Bunning'
Q5512341	b'G. M. Durrani'
Q5512406	b'G. R. Gopinath'
Q5512483	b'G. Simon Harak'
Q551305	b'Michael Dudikoff'
Q551354	b'Garrett Wang'
Q551362	b'Louis McLane'
Q551381	b'Winfried Sch\xc3\xa4fer'
Q551481	b'Antoine Barnave'
Q551486	b'Pavel Sulyandziga'
Q551521	b'Licio Gelli'
Q551525	b'Fran\xc3\xa7ois Certain Canrobert'
Q5515857	b'Gabriel Spenser'
Q551597	b'Jules Vall\xc3\xa8s'
Q5516088	b'Gabrielle Ray'
Q5516956	b'Gai Waterhouse'
Q5517069	b'Gail Edwards'
Q55171	b'Pedro Almod\xc3\xb3var'
Q551735	b'Edgar Quinet'
Q551804	b"Michel de l'H\xc3\xb4pital"
Q551811	b'Rodolfo Mondolfo'
Q551861	b'Xavier Dolan'
Q551999	b'Humberto Delgado'
Q552026	b'Alfie Allen'
Q55207	b'Nikita Mikhalkov'
Q55208	b'Andrei Konchalovsky'
Q552127	b'G\xc3\xa1bor Ag\xc3\xa1rdy'
Q552171	b'Kyle Bartley'
Q5522872	b'Gareth Hughes'
Q552347	b'Mehdi Carcela'
Q552408	b'Arthur Nordlie'
Q552450	b'Ivan Pyryev'
Q552459	b'George H. Pendleton'
Q55245	b'Laurence Olivier'
Q552483	b'Hans-Jochen Vogel'
Q552512	b'Willie Hoel'
Q5525264	b'Gary Howard'
Q552529	b'Ted G\xc3\xa4rdestad'
Q5525381	b'Gary Knoke'
Q5525857	b'Gary Rowett'
Q55258	b'Stephen Frears'
Q55260	b'David Lean'
Q5526220	b'Gary Zauner'
Q5526468	b'Gaskell Romney'
Q552647	b'Cal Crutchlow'
Q55264	b'Charles Laughton'
Q552731	b'Duncan Jones'
Q5527641	b'Gauhar Khan'
Q5527775	b'Gauri Pradhan Tejwani'
Q552806	b'Wayne Newton'
Q55282	b'Peter Greenaway'
Q5528805	b'Gayle King'
Q552896	b'Devon Bostick'
Q553019	b'Nathan Appleton'
Q553047	b'Mieczys\xc5\x82aw Batsch'
Q5530508	b'Gelsen Gas'
Q5531105	b'Gene Buck'
Q553116	b'Judd Gregg'
Q5531476	b'Gene Stoltzfus'
Q553229	b'Walter Long, 1st Viscount Long'
Q553276	b'Steve Allen'
Q553292	b'Jacob De la Gardie'
Q5533068	b'Genevieve Gilles'
Q553335	b'Christopher Cox'
Q5534233	b'Geoff Monty'
Q5534747	b'Geoffrey Lumsden'
Q553522	b'Georges Catroux'
Q553567	b'Silvan Shalom'
Q553575	b'Fess Parker'
Q553616	b'Gu\xc3\xb0j\xc3\xb3n Arnar Kristj\xc3\xa1nsson'
Q553626	b'Dennis Hastert'
Q5536836	b'George Beban'
Q553754	b'Alex Raphael Meschini'
Q55383	b'Piotr G\xc4\x85sowski'
Q5538430	b'George Davy Kelley'
Q553864	b'Robert Catesby'
Q553882	b'Joseph Luns'
Q553895	b'Angela Sarafyan'
Q553941	b'Memmo Carotenuto'
Q5540050	b'George H. Lowthian'
Q5540084	b'George H. Reed'
Q5540388	b'George Helm'
Q55404	b'Ritwik Ghatak'
Q55406	b'Shyam Benegal'
Q55407	b'Raj Kapoor'
Q554091	b'Brody Jenner'
Q55411	b'Wim Wenders'
Q554127	b'Wouter Bos'
Q5541454	b'George L. Fox'
Q5541509	b'George Lambton'
Q554150	b'Alberto Hurtado'
Q55415	b'Leni Riefenstahl'
Q5541617	b'George Lederer'
Q55418	b'Margarethe von Trotta'
Q5542469	b'George Mih\xc4\x83i\xc8\x9b\xc4\x83'
Q554264	b'Antonio Maceo Grajales'
Q554278	b'Augustin Robespierre'
Q55428	b'Neil Jordan'
Q5543069	b'George Ovey'
Q5543167	b'George Paish'
Q5543794	b'George Reinholt'
Q5543896	b'George Rignold'
Q55450	b'Aldo Fabrizi'
Q55452	b'Vittorio Gassman'
Q55456	b'Nino Manfredi'
Q55462	b'Antonio Pietrangeli'
Q554679	b'Jean Hennessy'
Q55468	b'Ugo Tognazzi'
Q554702	b'Michel Le Tellier'
Q5547080	b'Georgette Harvey'
Q5547403	b'Georgia Caine'
Q5547408	b'Georgia Cayvan'
Q554845	b'Dejan Leki\xc4\x87'
Q554933	b'Juan Jos\xc3\xa9 Flores'
Q5550342	b'Dorothy Kelly'
Q555055	b'Sano Tsunetami'
Q5551064	b'Irene Vanbrugh'
Q555226	b'Sid Caesar'
Q5552322	b'Germ\xc3\xa1n Quiroga'
Q555236	b'Don Knotts'
Q555246	b'Alan Young'
Q555311	b'B\xc3\xa9nabar'
Q5553194	b'Marco Zunino'
Q5553349	b'Gertrude Kingston'
Q555370	b'Ed McMahon'
Q555379	b'Gabriele Ferzetti'
Q555393	b'Ra\xc3\xbal Labrador'
Q555455	b'Kamel Ghilas'
Q555487	b"Carroll O'Connor"
Q555490	b'Franco Franchi'
Q555502	b'Madge Titheradge'
Q555570	b'Jan Dobraczy\xc5\x84ski'
Q555578	b'Chespirito'
Q555656	b'Ferdinand \xc4\x8catlo\xc5\xa1'
Q555669	b'G\xc3\xa1bor Vona'
Q5556801	b'Ghizela Vass'
Q5557814	b'Giaa Manek'
Q5558604	b'Sir Robert Arbuthnot, 4th Baronet'
Q555926	b'Augustin Ehrensv\xc3\xa4rd'
Q5559773	b'Giel Beelen'
Q5560590	b'Gil Perkins'
Q556137	b'Bandar bin Sultan Al Saud'
Q55637	b'Jos\xc3\xa9 Mar\xc3\xada Aznar'
Q5564293	b'Girish Chandra Ghosh'
Q5564906	b'Gisela Ponce de Le\xc3\xb3n'
Q556526	b'Sergey Markov'
Q556552	b'E. E. Clive'
Q556578	b'Jalil Lespert'
Q5566212	b'Gladden James'
Q5566266	b'Lawrence Barrett'
Q5566289	b'Rutland Barrington'
Q5566383	b'Spranger Barry'
Q5566428	b'Gladys Leslie'
Q5566433	b'Gladys Malvern'
Q5566437	b'Gladys McConnell'
Q556868	b'Reagan Gomez-Preston'
Q556880	b'Smedley Butler'
Q5569101	b'Pop Warner'
Q5569477	b'Kyrle Bellew'
Q557028	b'Wang Jiaxiang'
Q557081	b'Edgar Snow'
Q557086	b'Veselin Bliznakov'
Q55718	b'Krystyna Feldman'
Q5572130	b'Ludvig Bergh'
Q557223	b"Charles Marie Raymond d'Arenberg"
Q557313	b'Khin Nyunt'
Q557329	b'James Troisi'
Q557424	b'Eli Yishai'
Q55758	b'Aleksander Kwa\xc5\x9bniewski'
Q557591	b'Hatip Dicle'
Q5575981	b'Tom\xc3\xa1s Godoy Cruz'
Q557637	b'S\xc4\xb1rr\xc4\xb1 Sak\xc4\xb1k'
Q5576465	b'Mike Birbiglia'
Q557730	b'Sean Hannity'
Q557785	b'Gino Bramieri'
Q557795	b'Enrico Mattei'
Q5577	b'Salvador Dal\xc3\xad'
Q5578058	b'Carl Georg Bj\xc3\xb6rling'
Q5578294	b'Hugo Bj\xc3\xb6rne'
Q5579401	b'Tobbe Blom'
Q55796	b'Peter Ustinov'
Q557	b'Patti Smith'
Q55800	b'Oprah Winfrey'
Q558011	b'Ulrich Ochsenbein'
Q558064	b'Wilhelm Matthias Naeff'
Q558071	b'Henri Druey'
Q5582099	b'Leif Boork'
Q558231	b'Mohammad Shah Qajar'
Q55834	b'Wojciech Jaruzelski'
Q558368	b'Gene Barry'
Q55836	b'Gabriel Narutowicz'
Q558456	b'Ravachol'
Q558460	b'Ann Kirkpatrick'
Q5585207	b'Gordon Griffith'
Q5585299	b'Gordon Hirabayashi'
Q5585947	b'Gordon W. Richards'
Q558604	b'Luis Barros Borgo\xc3\xb1o'
Q558659	b'Frank Wykoff'
Q5586803	b'Henry Broadhurst'
Q558709	b'Roberto Goyeneche'
Q558738	b'M\xc3\xa1ximo G\xc3\xb3mez'
Q558750	b'Robert Emmet'
Q558793	b'Jason Dohring'
Q558815	b"Marcello Dell'Utri"
Q558933	b'Milton Berle'
Q558988	b'Carel Herman Aart van der Wijck'
Q559041	b'Cardinal-Infante Ferdinand of Austria'
Q5590656	b'Thomas Burt'
Q559099	b'\xc3\x81goston Trefort'
Q55909	b'Jan Krzysztof Bielecki'
Q5591185	b'Grace George'
Q5591208	b'Grace Helbig'
Q5591403	b'Grace Valentine'
Q5591404	b'Grace Van Studdiford'
Q55917	b'Jaros\xc5\x82aw Kaczy\xc5\x84ski'
Q559183	b'Thami El Glaoui'
Q559198	b'Maikel Nabil Sanad'
Q5592251	b'Graeme Dunstan'
Q559236	b'Daniele Comboni'
Q55927	b'Jan Olszewski'
Q5593037	b'Graham Ludlow'
Q559421	b'Shen Buhai'
Q559470	b'Odil Ahmedov'
Q559529	b'Francesco Guccini'
Q55955	b'Carl Lindhagen'
Q559577	b'Fausto Bertinotti'
Q559589	b'John Hostettler'
Q559604	b'Stefano Franscini'
Q559640	b'Richard Seddon'
Q5596701	b'Isak Albert Berg'
Q559672	b'Albert Zafy'
Q559686	b'Franz Sch\xc3\xb6nhuber'
Q559687	b'Charles Nollet'
Q559747	b'Yoshida Sh\xc5\x8din'
Q559803	b'Norodom of Cambodia'
Q559810	b'Yasovarman I'
Q5598301	b'Graydon Carter'
Q559910	b'Bibras Natkho'
Q55994	b'Mike Farrell'
Q55999	b'Felix Moscheles'
Q56005	b'Ridley Scott'
Q560060	b'Fakhruddin Ahmed'
Q560071	b'Joseph Fran\xc3\xa7ois Dupleix'
Q56009	b'Gina Lollobrigida'
Q56011	b'Anna Magnani'
Q560163	b'Anupam Kher'
Q56016	b'Katharine Hepburn'
Q560197	b'Prithviraj Kapoor'
Q560286	b'Mark Gatiss'
Q5603445	b'Thord Carlsson'
Q560427	b'Kit Bond'
Q560515	b'Bishweshwar Prasad Koirala'
Q560516	b'Andrew Rannells'
Q560534	b'Pol Espargar\xc3\xb3'
Q5605949	b'Wyatt Cenac'
Q5606049	b'Greg Murphy'
Q560616	b'Shaul Avigur'
Q560714	b'Anne Vondeling'
Q560758	b'Floris van Egmont'
Q5607644	b'Greta Granstedt'
Q5607708	b'Gretchen Osgood Warren'
Q560780	b'Diederik Samsom'
Q560801	b'Joop Bakker'
Q5608	b'Eminem'
Q5609053	b'Grigore Vasiliu Birlic'
Q560930	b'Paavo V\xc3\xa4yrynen'
Q560958	b'Venancio Flores'
Q561004	b'Sunil Chhetri'
Q5610145	b'Grolier Poetry Bookshop'
Q561060	b'Sergei Pareiko'
Q561069	b'Dekel Keinan'
Q561186	b'Frits Bolkestein'
Q5612515	b'Grzegorz Halama'
Q5612534	b'Grzegorz Mi\xc5\x9btal'
Q561315	b'Tim Scott'
Q561352	b'John Graves Simcoe'
Q561361	b'Peter Kennaugh'
Q5613873	b'Larissa Manoela'
Q561401	b'Spike Milligan'
Q561468	b'Josef Smrkovsk\xc3\xbd'
Q561716	b'K\xc3\xa1roly Khuen-H\xc3\xa9derv\xc3\xa1ry'
Q561729	b'Jean-Sifrein Maury'
Q561765	b'Caroll Spinney'
Q5617879	b'Gulshan Devaiah'
Q561837	b'Mauricio Macri'
Q5618960	b'Gunnar Br\xc3\xa5then'
Q5619033	b'Michael Deaver'
Q5619120	b'Gunnar Sethil'
Q5619579	b'Guo Feixiong'
Q561978	b'Anna Maria Crouch'
Q562079	b'J\xc3\xb3n \xc3\x9eorl\xc3\xa1ksson'
Q562093	b'Guy Williams (actor)'
Q5621240	b'Gustav Thomassen'
Q5621287	b'Gustave Ferbert'
Q562174	b'Jay Nixon'
Q562188	b'Reinhard H\xc3\xa4fner'
Q56220	b'Ivo Sanader'
Q562297	b'Louis Napol\xc3\xa9on Lannes'
Q562339	b'Gary Merrill'
Q562364	b'Halvard Lange'
Q562474	b'Manuel Portela Valladares'
Q562489	b'Antonio Maura'
Q562492	b'Got\xc5\x8d Shinpei'
Q562515	b'Segismundo Moret'
Q562621	b'D\xc3\xa1maso Berenguer'
Q562641	b'Nelson Eddy'
Q562782	b'Jo\xc3\xa3o Viegas Carrascal\xc3\xa3o'
Q5628052	b'H. Allen Smith'
Q562852	b'Rapha\xc3\xabl Personnaz'
Q5628655	b'H. W. Withers'
Q563155	b'Anna Schaffelhuber'
Q563165	b'Anna Schepeler-Lette'
Q563318	b'\xc3\x89douard Bou\xc3\xabt-Willaumez'
Q5636796	b'Habib Rahiab'
Q563895	b'Oleg Menshikov'
Q5639969	b'Hajime Ishii'
Q5640736	b'Hal De Forrest'
Q5644681	b'Hamida Javanshir'
Q564684	b'Anne'
Q5647258	b'Natalie Kingston'
Q564763	b'Anne Jean Marie Ren\xc3\xa9 Savary'
Q5648306	b'Hank Crisp'
Q5648736	b'Hanna Sheehy-Skeffington'
Q5648847	b'Hannah Hart'
Q564886	b'Zhang Dongsun'
Q5650501	b'Hans Mosesson'
Q5651915	b'Maya Karin'
Q5653298	b'Zully Moreno'
Q5653447	b'Har Dayal'
Q565374	b'Martin Heinrich'
Q5653969	b'Harald Sl\xc3\xa5ttelid'
Q5655825	b'Hardee Kirkland'
Q565606	b'Oskars Dankers'
Q5657459	b'Adela Calder\xc3\xb3n'
Q5660333	b'Harold Collison'
Q5662444	b'Alba Mujica'
Q5662499	b'Harold Switzer'
Q566351	b'Matthew Connolly'
Q5664664	b'Alejandra Da Passano'
Q5666149	b'Alexander England'
Q5668784	b'Alicia Martin'
Q567098	b'Bertel Haarder'
Q5671454	b'Harry Einstein'
Q5671640	b'Amalia S\xc3\xa1nchez Ari\xc3\xb1o'
Q5672986	b'Harry Vail'
Q5672998	b'Harry Van Arsdale Jr.'
Q5673249	b'Harry Watts'
Q5673293	b'Harry Welchman'
Q567582	b'Ra\xc3\xbal Porras Barrenechea'
Q567642	b'Robert Snodgrass'
Q5679286	b'Hasleen Kaur'
Q567958	b'George S. Houston'
Q5679961	b'Hassard Short'
Q5679	b'Lord Byron'
Q567	b'Angela Merkel'
Q568179	b'Deborah Mailman'
Q5683	b'Geoffrey Chaucer'
Q568578	b'Julien Dor\xc3\xa9'
Q5685849	b'Hay Petrie'
Q5685	b'Anton Chekhov'
Q568949	b'Francis Wurtz'
Q569416	b'Nicolas Anne Th\xc3\xa9odule Changarnier'
Q569448	b'Theron Ephron Catlin'
Q569464	b'F\xc3\xa9lix Kir'
Q569993	b'Virachai Virameteekul'
Q5700245	b'William Henry Crane'
Q570098	b'Ross McCormack'
Q570109	b'Mbark Boussoufa'
Q5701845	b'Helen Barnes'
Q5701848	b'Helen Barry'
Q5701994	b'Helen Carte'
Q5703164	b'Helen Shipman'
Q5703281	b'Helen Taylor (feminist)'
Q570629	b'Ivan \xc5\xa0uba\xc5\xa1i\xc4\x87'
Q57066	b'James Franck'
Q57079	b'J\xc3\xbcrgen Klinsmann'
Q570811	b'Ricardo Carvalho'
Q5709679	b'Helmut Lehmann'
Q571011	b'Antanas Merkys'
Q57118	b'Diane Kruger'
Q571190	b'Peeter K\xc3\xbcmmel'
Q57123	b'Alfred Jodl'
Q57126	b'Anne of Cleves'
Q57133	b'Kurt von Schleicher'
Q571361	b'Michiel ten Hove'
Q57136	b'Lutz Graf Schwerin von Krosigk'
Q571412	b'Henk Vredeling'
Q571420	b'Mikhail Dragomirov'
Q57142	b'Timo Hildebrand'
Q5714462	b'Henk Groener'
Q57146	b'Carol I of Romania'
Q57147	b'Michael Fassbender'
Q57152	b'Thomas Hitzlsperger'
Q5715923	b'Henrietta Crosman'
Q5716064	b'Henrietta Watson'
Q571619	b'Ante Star\xc4\x8devi\xc4\x87'
Q5716554	b'Henrik St\xc3\xa5hl'
Q571693	b'Omar Gonzalez'
Q57169	b'Erhard Milch'
Q57175	b'Sepp Dietrich'
Q57179	b'Ernst Udet'
Q57180	b'Frederick William IV of Prussia'
Q571810	b'Asahel W. Hubbard'
Q5718189	b'Henry Bilson-Legge'
Q57183	b'Matthias Sammer'
Q57203	b'Paul von Lettow-Vorbeck'
Q5721817	b'Henry Gartside Neville'
Q5721	b'Philippe P\xc3\xa9tain'
Q5722010	b'Henry Gleditsch'
Q572209	b'Ren\xc3\xa9 van der Linden'
Q57224	b'Sophia of Hanover'
Q572260	b'Sone Aluko'
Q5722695	b'Henry Vivian (trade unionist)'
Q5723837	b'Henry James Byron'
Q5724214	b'Beatriz Thibaudin'
Q5724479	b'Henry Kotani'
Q57258	b'Ivo Josipovi\xc4\x87'
Q57261	b'Georgi Parvanov'
Q57264	b'Alexandrine of Mecklenburg-Schwerin'
Q57265	b'Omar al-Bashir'
Q57269	b'Felipe Calder\xc3\xb3n'
Q57274	b'Yoweri Museveni'
Q57279	b'Traian B\xc4\x83sescu'
Q57282	b'Jacob Zuma'
Q57287	b'Harald V of Norway'
Q57289	b'Toomas Hendrik Ilves'
Q572913	b'Johan Paul van Limburg Stirum'
Q5729149	b'Henry Thomas Hunt'
Q57291	b'Mwai Kibaki'
Q572934	b'Godert van der Capellen'
Q57298	b'Abdullah of Saudi Arabia'
Q57301	b'Hans-Gert P\xc3\xb6ttering'
Q573029	b'Happy Chandler'
Q57303	b'Karolos Papoulias'
Q57306	b'Jalal Talabani'
Q57308	b'Abdelaziz Bouteflika'
Q57309	b'Erich Mielke'
Q57311	b'Juan Manuel Santos'
Q57313	b'Jos\xc3\xa9 Eduardo dos Santos'
Q57315	b'Salva Kiir Mayardit'
Q57321	b'Laura Chinchilla'
Q57326	b'Rupert, King of Germany'
Q57327	b'Hassanal Bolkiah'
Q57328	b'Karl Hermann Frank'
Q5733233	b'Herb Voland'
Q57334	b'Demetris Christofias'
Q57336	b'Ali Khamenei'
Q57344	b'Joschka Fischer'
Q573457	b'Craig Fagan'
Q57352	b'Hamad bin Isa Al Khalifa'
Q57353	b'Gustav Noske'
Q57356	b'Yahya Jammeh'
Q57360	b'Hamad bin Khalifa Al Thani'
Q573612	b'Anthony McPartlin'
Q57364	b'Thomas de Maizi\xc3\xa8re'
Q57365	b'Rudolf Caracciola'
Q57366	b'Emomali Rahmon'
Q57371	b'Ilham Aliyev'
Q573739	b'Jacques Marie Eug\xc3\xa8ne Godefroy Cavaignac'
Q57373	b'Asif Ali Zardari'
Q57379	b'Dalia Grybauskait\xc4\x97'
Q57380	b'Goodluck Jonathan'
Q57381	b'Haris Silajd\xc5\xbei\xc4\x87'
Q57382	b'Christa Wolf'
Q5738335	b'Vito Fossella'
Q573834	b'De Lacy Evans'
Q57384	b'Wernher von Braun'
Q573875	b'Manuel Alonso Mart\xc3\xadnez'
Q57388	b'Joyce Banda'
Q5738	b'Adolphe Thiers'
Q57390	b'Isma\xc3\xafl Omar Guelleh'
Q573926	b'Ehud Avriel'
Q57392	b'Armando Guebuza'
Q57394	b'Nursultan Nazarbayev'
Q57405	b'Susilo Bambang Yudhoyono'
Q57407	b'Tr\xc6\xb0\xc6\xa1ng T\xe1\xba\xa5n Sang'
Q57410	b'Shimon Peres'
Q574116	b'Anthony Wayne'
Q57412	b'Lothar de Maizi\xc3\xa8re'
Q57413	b'Alassane Ouattara'
Q574174	b'Anthony Young, Baron Young of Norwood Green'
Q57421	b'Tsakhiagiin Elbegdorj'
Q57427	b'Michel Suleiman'
Q574303	b'Henryk Dobrza\xc5\x84ski'
Q57431	b'Tomislav Nikoli\xc4\x87'
Q574358	b'Mindon Min'
Q57438	b'Macky Sall'
Q574395	b'C. V. France'
Q574453	b'Yu Youren'
Q57445	b'G\xc3\xbcnter Schabowski'
Q57446	b'Pranab Mukherjee'
Q57447	b'Udo Voigt'
Q5746320	b'Hester Santlow'
Q57464	b'Abdullah II of Jordan'
Q57467	b'J\xc3\xa1nos \xc3\x81der'
Q57472	b'Hans Lammers'
Q57474	b'Norbert Lammert'
Q57475	b'Klaus Fuchs'
Q57480	b'Abdrabbuh Mansur Hadi'
Q57488	b'Jakaya Kikwete'
Q574896	b'Rachel Reeves'
Q574899	b'Demetrios Ypsilantis'
Q574980	b'Jacob Rees-Mogg'
Q57499	b'Manny Mori'
Q57500	b'Hermann Abendroth'
Q57509	b'Atifete Jahjaga'
Q57520	b'Hedwig of Silesia'
Q5752479	b'Carmen Casco de Lara Castro'
Q5752677	b'Carmen Vallejo'
Q5752699	b'Carmen de Burgos'
Q57528	b'Elisabeth Christine of Brunswick-Wolfenb\xc3\xbcttel'
Q5752	b'Peter Kropotkin'
